image_name,peak,sigma_est,sigma_multiplier,anscombe_transform,filter,psnr_noisy,ssim_noisy,psnr_denoised,ssim_denoised
ct3.png,13000,7.606771881293109,0.01,True,nlmeans,22.886015601190323,0.846495946653567,22.886020057838195,0.8464967029428192
ct3.png,13000,7.606771881293109,0.01,True,bm3d,22.886015601190323,0.846495946653567,22.886122462962465,0.8465006565697804
ct3.png,13000,7.606771881293109,0.015,True,nlmeans,22.886015601190323,0.846495946653567,22.88605734530458,0.8465003033710146
ct3.png,13000,7.606771881293109,0.015,True,bm3d,22.886015601190323,0.846495946653567,22.88548187640156,0.8467997314280771
ct3.png,13000,7.606771881293109,0.019999999999999997,True,nlmeans,22.886015601190323,0.846495946653567,22.8860329326244,0.8465031702836084
ct3.png,13000,7.606771881293109,0.019999999999999997,True,bm3d,22.886015601190323,0.846495946653567,22.882554117883448,0.8479784029889887
ct3.png,13000,7.606771881293109,0.024999999999999998,True,nlmeans,22.886015601190323,0.846495946653567,22.885057726104666,0.8465627851041587
ct3.png,13000,7.606771881293109,0.024999999999999998,True,bm3d,22.886015601190323,0.846495946653567,22.88940600513152,0.8493133298582665
ct3.png,13000,7.606771881293109,0.03,True,nlmeans,22.886015601190323,0.846495946653567,22.882317269172585,0.8472047086360469
ct3.png,13000,7.606771881293109,0.03,True,bm3d,22.886015601190323,0.846495946653567,22.908890993164455,0.8511788134903151
ct3.png,13000,7.606771881293109,0.034999999999999996,True,nlmeans,22.886015601190323,0.846495946653567,22.892470350133646,0.8500267684401244
ct3.png,13000,7.606771881293109,0.034999999999999996,True,bm3d,22.886015601190323,0.846495946653567,22.93096094639769,0.8538159920010132
ct3.png,13000,7.606771881293109,0.039999999999999994,True,nlmeans,22.886015601190323,0.846495946653567,22.92925939325301,0.8565331193223288
ct3.png,13000,7.606771881293109,0.039999999999999994,True,bm3d,22.886015601190323,0.846495946653567,22.95915840677543,0.8574822237330194
ct3.png,13000,7.606771881293109,0.045,True,nlmeans,22.886015601190323,0.846495946653567,22.986838301194616,0.8659869021918032
ct3.png,13000,7.606771881293109,0.045,True,bm3d,22.886015601190323,0.846495946653567,22.995298862236986,0.8624995723892593
ct3.png,13000,7.606771881293109,0.049999999999999996,True,nlmeans,22.886015601190323,0.846495946653567,23.048205190062045,0.8759248919207405
ct3.png,13000,7.606771881293109,0.049999999999999996,True,bm3d,22.886015601190323,0.846495946653567,23.03849947341643,0.8687333945951947
ct3.png,13000,7.606771881293109,0.05499999999999999,True,nlmeans,22.886015601190323,0.846495946653567,23.101901635368126,0.8841265190935923
ct3.png,13000,7.606771881293109,0.05499999999999999,True,bm3d,22.886015601190323,0.846495946653567,23.084621987350094,0.8760203761293808
ct3.png,13000,7.606771881293109,0.05999999999999999,True,nlmeans,22.886015601190323,0.846495946653567,23.144447155555447,0.8897586259667377
ct3.png,13000,7.606771881293109,0.05999999999999999,True,bm3d,22.886015601190323,0.846495946653567,23.130597696289815,0.8837067673229004
ct3.png,13000,7.606771881293109,0.06499999999999999,True,nlmeans,22.886015601190323,0.846495946653567,23.1741558244062,0.8930240607427977
ct3.png,13000,7.606771881293109,0.06499999999999999,True,bm3d,22.886015601190323,0.846495946653567,23.172380250875058,0.890948953348296
ct3.png,13000,7.606771881293109,0.06999999999999999,True,nlmeans,22.886015601190323,0.846495946653567,23.193186944226124,0.89448136699708
ct3.png,13000,7.606771881293109,0.06999999999999999,True,bm3d,22.886015601190323,0.846495946653567,23.208470855351734,0.8971198520751297
ct3.png,13000,7.606771881293109,0.07499999999999998,True,nlmeans,22.886015601190323,0.846495946653567,23.201435236505112,0.8948205756840761
ct3.png,13000,7.606771881293109,0.07499999999999998,True,bm3d,22.886015601190323,0.846495946653567,23.235509646916572,0.9017536322995463
ct3.png,13000,7.606771881293109,0.07999999999999999,True,nlmeans,22.886015601190323,0.846495946653567,23.203874970179523,0.8943104516609877
ct3.png,13000,7.606771881293109,0.07999999999999999,True,bm3d,22.886015601190323,0.846495946653567,23.255798097916248,0.9047728666440871
ct3.png,13000,7.606771881293109,0.08499999999999998,True,nlmeans,22.886015601190323,0.846495946653567,23.200014638578388,0.8932398825820286
ct3.png,13000,7.606771881293109,0.08499999999999998,True,bm3d,22.886015601190323,0.846495946653567,23.268514356262312,0.9064517858445255
ct3.png,13000,7.606771881293109,0.08999999999999998,True,nlmeans,22.886015601190323,0.846495946653567,23.19168987817254,0.8921708592612525
ct3.png,13000,7.606771881293109,0.08999999999999998,True,bm3d,22.886015601190323,0.846495946653567,23.276561271083104,0.9071939458537986
ct3.png,13000,7.606771881293109,0.09499999999999999,True,nlmeans,22.886015601190323,0.846495946653567,23.180268484402745,0.8907388832170301
ct3.png,13000,7.606771881293109,0.09499999999999999,True,bm3d,22.886015601190323,0.846495946653567,23.28021448906867,0.9072773451345622
ct3.png,13000,7.606771881293109,0.09999999999999998,True,nlmeans,22.886015601190323,0.846495946653567,23.16702940712473,0.8891936090927698
ct3.png,13000,7.606771881293109,0.09999999999999998,True,bm3d,22.886015601190323,0.846495946653567,23.281724380776776,0.9068739471948387
ct3.png,13000,7.606771881293109,0.10499999999999998,True,nlmeans,22.886015601190323,0.846495946653567,23.151693506527053,0.8877483224174412
