image_name,peak,sigma_est,sigma_multiplier,anscombe_transform,filter,psnr_noisy,ssim_noisy,psnr_denoised,ssim_denoised
ct4.png,13000,8.203969960173957,0.01,True,nlmeans,22.070506828923993,0.8224672668069554,22.070506828923993,0.8224672668069554
ct4.png,13000,8.203969960173957,0.01,True,bm3d,22.070506828923993,0.8224672668069554,22.07053284880285,0.8224823945215359
ct4.png,13000,8.203969960173957,0.015,True,nlmeans,22.070506828923993,0.8224672668069554,22.070510481547423,0.8224673748616456
ct4.png,13000,8.203969960173957,0.015,True,bm3d,22.070506828923993,0.8224672668069554,22.06921042374599,0.8223272702016302
ct4.png,13000,8.203969960173957,0.019999999999999997,True,nlmeans,22.070506828923993,0.8224672668069554,22.070441287427933,0.8224651367958807
ct4.png,13000,8.203969960173957,0.019999999999999997,True,bm3d,22.070506828923993,0.8224672668069554,22.068456386366428,0.8217373623208976
ct4.png,13000,8.203969960173957,0.024999999999999998,True,nlmeans,22.070506828923993,0.8224672668069554,22.07018512282799,0.8224333371191241
ct4.png,13000,8.203969960173957,0.024999999999999998,True,bm3d,22.070506828923993,0.8224672668069554,22.072666106202988,0.8212208701709717
ct4.png,13000,8.203969960173957,0.03,True,nlmeans,22.070506828923993,0.8224672668069554,22.06980537696744,0.8221524405746918
ct4.png,13000,8.203969960173957,0.03,True,bm3d,22.070506828923993,0.8224672668069554,22.072329541361924,0.8204186533885088
ct4.png,13000,8.203969960173957,0.034999999999999996,True,nlmeans,22.070506828923993,0.8224672668069554,22.06791596405629,0.820751497187425
ct4.png,13000,8.203969960173957,0.034999999999999996,True,bm3d,22.070506828923993,0.8224672668069554,22.06676011676011,0.8191778177376479
ct4.png,13000,8.203969960173957,0.039999999999999994,True,nlmeans,22.070506828923993,0.8224672668069554,22.056815709858242,0.8171306512226716
ct4.png,13000,8.203969960173957,0.039999999999999994,True,bm3d,22.070506828923993,0.8224672668069554,22.056837761222702,0.8173598312599071
ct4.png,13000,8.203969960173957,0.045,True,nlmeans,22.070506828923993,0.8224672668069554,22.027514004964004,0.810589116800704
ct4.png,13000,8.203969960173957,0.045,True,bm3d,22.070506828923993,0.8224672668069554,22.04112416797679,0.8146652431519619
ct4.png,13000,8.203969960173957,0.049999999999999996,True,nlmeans,22.070506828923993,0.8224672668069554,21.980293521157826,0.8018077908368302
ct4.png,13000,8.203969960173957,0.049999999999999996,True,bm3d,22.070506828923993,0.8224672668069554,22.01952634278864,0.810976852196776
ct4.png,13000,8.203969960173957,0.05499999999999999,True,nlmeans,22.070506828923993,0.8224672668069554,21.918841476023545,0.7918732152382506
ct4.png,13000,8.203969960173957,0.05499999999999999,True,bm3d,22.070506828923993,0.8224672668069554,21.990039593426815,0.8062711012929832
ct4.png,13000,8.203969960173957,0.05999999999999999,True,nlmeans,22.070506828923993,0.8224672668069554,21.84992793938315,0.7819939667912712
ct4.png,13000,8.203969960173957,0.05999999999999999,True,bm3d,22.070506828923993,0.8224672668069554,21.953024784475875,0.8005096061850483
ct4.png,13000,8.203969960173957,0.06499999999999999,True,nlmeans,22.070506828923993,0.8224672668069554,21.780321423109584,0.7728051587591025
